metric,score,weighted_score,is_confident,score_4,category,experiment,repository,scenario_id,model,score_5,score_3,score_2,score_1
accuracy,5,5.0,True,,ModifyReactApp_ReactFetchAPI_avg_low,component_generation,,3,claude-3-7-sonnet@20250219,1.0,,,
completeness,5,5.0,True,,ModifyReactApp_ReactFetchAPI_avg_low,component_generation,,3,claude-3-7-sonnet@20250219,1.0,,,
accuracy,5,5.0,True,,ModifyReactApp_ReactFetchAPI_avg_low,component_generation,,3,o3-mini,1.0,,,
completeness,5,5.0,True,,ModifyReactApp_ReactFetchAPI_avg_low,component_generation,,3,o3-mini,1.0,,,
accuracy,5,5.0,True,,GenerateBaseComponent,component_generation,,1,claude-3-7-sonnet@20250219,1.0,,,
completeness,5,5.0,True,,GenerateBaseComponent,component_generation,,1,claude-3-7-sonnet@20250219,1.0,,,
accuracy,5,5.0,True,,GenerateBaseComponent,component_generation,,1,o3-mini,1.0,,,
completeness,4,4.04,True,0.96,GenerateBaseComponent,component_generation,,1,o3-mini,0.04,,,
accuracy,5,5.0,True,,GenerateReactApp,component_generation,,2,claude-3-7-sonnet@20250219,1.0,,,
completeness,5,5.0,True,,GenerateReactApp,component_generation,,2,claude-3-7-sonnet@20250219,1.0,,,
accuracy,5,5.0,True,,GenerateReactApp,component_generation,,2,o3-mini,1.0,,,
completeness,5,5.0,True,,GenerateReactApp,component_generation,,2,o3-mini,1.0,,,
accuracy,5,5.0,True,,WriteTestsForLegacyCode_ReactSignUp_high_low,test_generation,react_sign_up,6,claude-3-7-sonnet@20250219,1.0,,,
completeness,5,5.0,True,,WriteTestsForLegacyCode_ReactSignUp_high_low,test_generation,react_sign_up,6,claude-3-7-sonnet@20250219,1.0,,,
accuracy,5,5.0,True,,WriteTestsForLegacyCode_ReactSignUp_high_low,test_generation,react_sign_up,6,o3-mini,1.0,,,
completeness,5,5.0,True,,WriteTestsForLegacyCode_ReactSignUp_high_low,test_generation,react_sign_up,6,o3-mini,1.0,,,
accuracy,5,5.0,True,,WriteTestsForLegacyCode_ToDoApp_ReactJS_high_avg,test_generation,todo_app_react,5,claude-3-7-sonnet@20250219,1.0,,,
completeness,3,2.98,True,,WriteTestsForLegacyCode_ToDoApp_ReactJS_high_avg,test_generation,todo_app_react,5,claude-3-7-sonnet@20250219,,0.98,0.02,
accuracy,4,4.12,False,0.88,WriteTestsForLegacyCode_ToDoApp_ReactJS_high_avg,test_generation,todo_app_react,5,o3-mini,0.12,,,
completeness,3,3.0,True,,WriteTestsForLegacyCode_ToDoApp_ReactJS_high_avg,test_generation,todo_app_react,5,o3-mini,,1.0,,
accuracy,5,5.0,True,,WriteTestsForLegacyCode_AngularCosmoPage_avg_high,test_generation,angular_cosmo_page,4,claude-3-7-sonnet@20250219,1.0,,,
completeness,4,3.82,False,0.82,WriteTestsForLegacyCode_AngularCosmoPage_avg_high,test_generation,angular_cosmo_page,4,claude-3-7-sonnet@20250219,,0.18,,
accuracy,5,5.0,True,,WriteTestsForLegacyCode_AngularCosmoPage_avg_high,test_generation,angular_cosmo_page,4,o3-mini,1.0,,,
completeness,2,2.15,False,,WriteTestsForLegacyCode_AngularCosmoPage_avg_high,test_generation,angular_cosmo_page,4,o3-mini,,0.15,0.85,
accuracy,4,4.01,True,0.99,WriteTestsForActualCode_ReactSelect_extra_high_high,test_generation,react_select,23,claude-3-7-sonnet@20250219,0.01,,,
completeness,4,4.0,True,1.0,WriteTestsForActualCode_ReactSelect_extra_high_high,test_generation,react_select,23,claude-3-7-sonnet@20250219,,,,
accuracy,5,4.98,True,0.02,WriteTestsForActualCode_ReactSelect_extra_high_high,test_generation,react_select,23,o3-mini,0.98,,,
completeness,3,2.99,True,,WriteTestsForActualCode_ReactSelect_extra_high_high,test_generation,react_select,23,o3-mini,,0.99,0.01,
accuracy,5,5.0,True,,GenerateProjectConfiguration,solution_template_generation,,24,claude-3-7-sonnet@20250219,1.0,,,
completeness,5,5.0,True,,GenerateProjectConfiguration,solution_template_generation,,24,claude-3-7-sonnet@20250219,1.0,,,
accuracy,5,5.0,True,,GenerateProjectConfiguration,solution_template_generation,,24,o3-mini,1.0,,,
completeness,5,5.0,True,,GenerateProjectConfiguration,solution_template_generation,,24,o3-mini,1.0,,,
accuracy,5,5.0,True,,EvaluateCodeQuality_ReactSignUp_high_low,code_analysis,react_sign_up,22,claude-3-7-sonnet@20250219,1.0,,,
completeness,5,5.0,True,,EvaluateCodeQuality_ReactSignUp_high_low,code_analysis,react_sign_up,22,claude-3-7-sonnet@20250219,1.0,,,
accuracy,5,5.0,True,,EvaluateCodeQuality_ReactSignUp_high_low,code_analysis,react_sign_up,22,o3-mini,1.0,,,
completeness,5,5.0,True,,EvaluateCodeQuality_ReactSignUp_high_low,code_analysis,react_sign_up,22,o3-mini,1.0,,,
accuracy,4,4.15,False,0.85,EvaluateCodeQuality_ToDoApp_ReactJS_high_avg,code_analysis,todo_app_react,21,claude-3-7-sonnet@20250219,0.15,,,
completeness,4,4.38,False,0.62,EvaluateCodeQuality_ToDoApp_ReactJS_high_avg,code_analysis,todo_app_react,21,claude-3-7-sonnet@20250219,0.38,,,
accuracy,4,4.04,True,0.96,EvaluateCodeQuality_ToDoApp_ReactJS_high_avg,code_analysis,todo_app_react,21,o3-mini,0.04,,,
completeness,4,4.0,True,1.0,EvaluateCodeQuality_ToDoApp_ReactJS_high_avg,code_analysis,todo_app_react,21,o3-mini,,,,
accuracy,5,5.0,True,,EvaluateCodeQuality_AngularCosmoPage_avg_high,code_analysis,angular_cosmo_page,20,claude-3-7-sonnet@20250219,1.0,,,
completeness,3,3.32,False,0.32,EvaluateCodeQuality_AngularCosmoPage_avg_high,code_analysis,angular_cosmo_page,20,claude-3-7-sonnet@20250219,,0.68,,
accuracy,5,5.0,True,,EvaluateCodeQuality_AngularCosmoPage_avg_high,code_analysis,angular_cosmo_page,20,o3-mini,1.0,,,
completeness,3,2.99,True,,EvaluateCodeQuality_AngularCosmoPage_avg_high,code_analysis,angular_cosmo_page,20,o3-mini,,0.99,0.01,
accuracy,4,4.0,True,1.0,DescribeTechnicalImplementation_AngularCosmoPage_avg_high,code_explanation,angular_cosmo_page,17,claude-3-7-sonnet@20250219,,,,
completeness,5,5.0,True,,DescribeTechnicalImplementation_AngularCosmoPage_avg_high,code_explanation,angular_cosmo_page,17,claude-3-7-sonnet@20250219,1.0,,,
accuracy,3,3.38,False,0.38,DescribeTechnicalImplementation_AngularCosmoPage_avg_high,code_explanation,angular_cosmo_page,17,o3-mini,,0.62,,
completeness,4,3.92,True,0.92,DescribeTechnicalImplementation_AngularCosmoPage_avg_high,code_explanation,angular_cosmo_page,17,o3-mini,,0.08,,
accuracy,5,5.0,True,,DescribeTechnicalImplementation_ReactSignUp_high_low,code_explanation,react_sign_up,19,claude-3-7-sonnet@20250219,1.0,,,
completeness,5,5.0,True,,DescribeTechnicalImplementation_ReactSignUp_high_low,code_explanation,react_sign_up,19,claude-3-7-sonnet@20250219,1.0,,,
accuracy,5,5.0,True,,DescribeTechnicalImplementation_ReactSignUp_high_low,code_explanation,react_sign_up,19,o3-mini,1.0,,,
completeness,4,4.05,True,0.95,DescribeTechnicalImplementation_ReactSignUp_high_low,code_explanation,react_sign_up,19,o3-mini,0.05,,,
accuracy,5,5.0,True,,DescribeTechnicalImplementation_ToDoApp_ReactJS_high_avg,code_explanation,todo_app_react,18,claude-3-7-sonnet@20250219,1.0,,,
completeness,5,5.0,True,,DescribeTechnicalImplementation_ToDoApp_ReactJS_high_avg,code_explanation,todo_app_react,18,claude-3-7-sonnet@20250219,1.0,,,
accuracy,5,5.0,True,,DescribeTechnicalImplementation_ToDoApp_ReactJS_high_avg,code_explanation,todo_app_react,18,o3-mini,1.0,,,
completeness,5,5.0,True,,DescribeTechnicalImplementation_ToDoApp_ReactJS_high_avg,code_explanation,todo_app_react,18,o3-mini,1.0,,,
accuracy,5,5.0,True,,BusinessFunctionality_ReactSignUp_high_low,solution_documentation,react_sign_up,16,claude-3-7-sonnet@20250219,1.0,,,
completeness,5,5.0,True,,BusinessFunctionality_ReactSignUp_high_low,solution_documentation,react_sign_up,16,claude-3-7-sonnet@20250219,1.0,,,
accuracy,4,4.12,False,0.88,BusinessFunctionality_ReactSignUp_high_low,solution_documentation,react_sign_up,16,o3-mini,0.12,,,
completeness,5,4.99,True,0.01,BusinessFunctionality_ReactSignUp_high_low,solution_documentation,react_sign_up,16,o3-mini,0.99,,,
accuracy,5,5.0,True,,BusinessFunctionality_ToDoApp_ReactJS_high_avg,solution_documentation,todo_app_react,15,claude-3-7-sonnet@20250219,1.0,,,
completeness,5,5.0,True,,BusinessFunctionality_ToDoApp_ReactJS_high_avg,solution_documentation,todo_app_react,15,claude-3-7-sonnet@20250219,1.0,,,
accuracy,5,5.0,True,,BusinessFunctionality_ToDoApp_ReactJS_high_avg,solution_documentation,todo_app_react,15,o3-mini,1.0,,,
completeness,5,5.0,True,,BusinessFunctionality_ToDoApp_ReactJS_high_avg,solution_documentation,todo_app_react,15,o3-mini,1.0,,,
accuracy,1,1.0,True,,BusinessFunctionality_AngularCosmoPage_avg_high,solution_documentation,angular_cosmo_page,14,claude-3-7-sonnet@20250219,,,,1.0
completeness,4,4.01,True,0.99,BusinessFunctionality_AngularCosmoPage_avg_high,solution_documentation,angular_cosmo_page,14,claude-3-7-sonnet@20250219,0.01,,,
accuracy,5,5.0,True,,BusinessFunctionality_AngularCosmoPage_avg_high,solution_documentation,angular_cosmo_page,14,o3-mini,1.0,,,
completeness,3,3.0,True,,BusinessFunctionality_AngularCosmoPage_avg_high,solution_documentation,angular_cosmo_page,14,o3-mini,,1.0,,
