metric,score,weighted_score,is_confident,score_5,category,experiment,repository,scenario_id,model,score_4,score_1,score_2,score_3
accuracy,5,5.0,True,1.0,UpdateAngular_ToDoApp_AngularJS_avg_avg_2,solution_migration,todo_app_angular,10,o3-mini,,,,
completeness,5,4.73,False,0.73,UpdateAngular_ToDoApp_AngularJS_avg_avg_2,solution_migration,todo_app_angular,10,o3-mini,0.27,,,
accuracy,5,5.0,True,1.0,ReactToAngular_ReactSignUp_high_low,solution_migration,react_sign_up,09,claude-3-7-sonnet@20250219,,,,
completeness,5,5.0,True,1.0,ReactToAngular_ReactSignUp_high_low,solution_migration,react_sign_up,09,claude-3-7-sonnet@20250219,,,,
accuracy,5,5.0,True,1.0,ReactToAngular_ReactSignUp_high_low,solution_migration,react_sign_up,09,o3-mini,,,,
completeness,5,5.0,True,1.0,ReactToAngular_ReactSignUp_high_low,solution_migration,react_sign_up,09,o3-mini,,,,
accuracy,1,1.0,True,,VanillaToReact_Piano_NativeJS_high_low,solution_migration,piano_native_js,12,claude-3-7-sonnet@20250219,,1.0,,
completeness,1,1.0,True,,VanillaToReact_Piano_NativeJS_high_low,solution_migration,piano_native_js,12,claude-3-7-sonnet@20250219,,1.0,,
accuracy,2,2.0,True,,VanillaToReact_Piano_NativeJS_high_low,solution_migration,piano_native_js,12,o3-mini,,,1.0,
completeness,2,2.0,True,,VanillaToReact_Piano_NativeJS_high_low,solution_migration,piano_native_js,12,o3-mini,,,1.0,
accuracy,1,1.0,True,,ModifyReactApp_ReactFetchAPI_avg_low,component_generation,,3,claude-3-7-sonnet@20250219,,1.0,,
completeness,1,1.0,True,,ModifyReactApp_ReactFetchAPI_avg_low,component_generation,,3,claude-3-7-sonnet@20250219,,1.0,,
accuracy,1,1.0,True,,ModifyReactApp_ReactFetchAPI_avg_low,component_generation,,3,o3-mini,,1.0,,
completeness,1,1.0,True,,ModifyReactApp_ReactFetchAPI_avg_low,component_generation,,3,o3-mini,,1.0,,
accuracy,1,1.0,True,,GenerateBaseComponent,component_generation,,1,claude-3-7-sonnet@20250219,,1.0,,
completeness,1,1.0,True,,GenerateBaseComponent,component_generation,,1,claude-3-7-sonnet@20250219,,1.0,,
accuracy,3,2.88,False,,GenerateBaseComponent,component_generation,,1,o3-mini,,,0.12,0.88
completeness,1,1.0,True,,GenerateBaseComponent,component_generation,,1,o3-mini,,1.0,,
accuracy,5,5.0,True,1.0,GenerateReactApp,component_generation,,2,claude-3-7-sonnet@20250219,,,,
completeness,5,5.0,True,1.0,GenerateReactApp,component_generation,,2,claude-3-7-sonnet@20250219,,,,
accuracy,5,5.0,True,1.0,GenerateReactApp,component_generation,,2,o3-mini,,,,
completeness,5,5.0,True,1.0,GenerateReactApp,component_generation,,2,o3-mini,,,,
accuracy,5,5.0,True,1.0,WriteTestsForLegacyCode_ReactSignUp_high_low,test_generation,react_sign_up,6,claude-3-7-sonnet@20250219,,,,
completeness,5,5.0,True,1.0,WriteTestsForLegacyCode_ReactSignUp_high_low,test_generation,react_sign_up,6,claude-3-7-sonnet@20250219,,,,
accuracy,5,5.0,True,1.0,WriteTestsForLegacyCode_ReactSignUp_high_low,test_generation,react_sign_up,6,o3-mini,,,,
completeness,5,5.0,True,1.0,WriteTestsForLegacyCode_ReactSignUp_high_low,test_generation,react_sign_up,6,o3-mini,,,,
accuracy,1,1.0,True,,WriteTestsForLegacyCode_ToDoApp_ReactJS_high_avg,test_generation,todo_app_react,5,claude-3-7-sonnet@20250219,,1.0,,
completeness,1,1.0,True,,WriteTestsForLegacyCode_ToDoApp_ReactJS_high_avg,test_generation,todo_app_react,5,claude-3-7-sonnet@20250219,,1.0,,
accuracy,1,1.0,True,,WriteTestsForLegacyCode_ToDoApp_ReactJS_high_avg,test_generation,todo_app_react,5,o3-mini,,1.0,,
completeness,1,1.0,True,,WriteTestsForLegacyCode_ToDoApp_ReactJS_high_avg,test_generation,todo_app_react,5,o3-mini,,1.0,,
accuracy,5,5.0,True,1.0,WriteTestsForLegacyCode_AngularCosmoPage_avg_high,test_generation,angular_cosmo_page,4,claude-3-7-sonnet@20250219,,,,
completeness,1,1.0,True,,WriteTestsForLegacyCode_AngularCosmoPage_avg_high,test_generation,angular_cosmo_page,4,claude-3-7-sonnet@20250219,,1.0,,
accuracy,5,5.0,True,1.0,WriteTestsForLegacyCode_AngularCosmoPage_avg_high,test_generation,angular_cosmo_page,4,o3-mini,,,,
completeness,5,5.0,True,1.0,WriteTestsForLegacyCode_AngularCosmoPage_avg_high,test_generation,angular_cosmo_page,4,o3-mini,,,,
accuracy,5,5.0,True,1.0,WriteTestsForActualCode_ReactSelect_extra_high_high,test_generation,react_select,23,claude-3-7-sonnet@20250219,,,,
completeness,4,4.0,True,,WriteTestsForActualCode_ReactSelect_extra_high_high,test_generation,react_select,23,claude-3-7-sonnet@20250219,1.0,,,
accuracy,5,5.0,True,1.0,WriteTestsForActualCode_ReactSelect_extra_high_high,test_generation,react_select,23,o3-mini,,,,
completeness,3,3.02,True,,WriteTestsForActualCode_ReactSelect_extra_high_high,test_generation,react_select,23,o3-mini,0.02,,,0.98
accuracy,5,5.0,True,1.0,GenerateProjectConfiguration,solution_template_generation,,24,claude-3-7-sonnet@20250219,,,,
completeness,5,5.0,True,1.0,GenerateProjectConfiguration,solution_template_generation,,24,claude-3-7-sonnet@20250219,,,,
accuracy,5,5.0,True,1.0,GenerateProjectConfiguration,solution_template_generation,,24,o3-mini,,,,
completeness,5,5.0,True,1.0,GenerateProjectConfiguration,solution_template_generation,,24,o3-mini,,,,
accuracy,5,5.0,True,1.0,EvaluateCodeQuality_ReactSignUp_high_low,code_analysis,react_sign_up,22,claude-3-7-sonnet@20250219,,,,
completeness,5,5.0,True,1.0,EvaluateCodeQuality_ReactSignUp_high_low,code_analysis,react_sign_up,22,claude-3-7-sonnet@20250219,,,,
accuracy,5,5.0,True,1.0,EvaluateCodeQuality_ReactSignUp_high_low,code_analysis,react_sign_up,22,o3-mini,,,,
completeness,5,5.0,True,1.0,EvaluateCodeQuality_ReactSignUp_high_low,code_analysis,react_sign_up,22,o3-mini,,,,
accuracy,1,1.0,True,,EvaluateCodeQuality_ToDoApp_ReactJS_high_avg,code_analysis,todo_app_react,21,claude-3-7-sonnet@20250219,,1.0,,
completeness,1,1.0,True,,EvaluateCodeQuality_ToDoApp_ReactJS_high_avg,code_analysis,todo_app_react,21,claude-3-7-sonnet@20250219,,1.0,,
accuracy,1,1.0,True,,EvaluateCodeQuality_ToDoApp_ReactJS_high_avg,code_analysis,todo_app_react,21,o3-mini,,1.0,,
completeness,1,1.0,True,,EvaluateCodeQuality_ToDoApp_ReactJS_high_avg,code_analysis,todo_app_react,21,o3-mini,,1.0,,
accuracy,5,5.0,True,1.0,EvaluateCodeQuality_AngularCosmoPage_avg_high,code_analysis,angular_cosmo_page,20,claude-3-7-sonnet@20250219,,,,
completeness,2,2.0,True,,EvaluateCodeQuality_AngularCosmoPage_avg_high,code_analysis,angular_cosmo_page,20,claude-3-7-sonnet@20250219,,,1.0,
accuracy,5,5.0,True,1.0,EvaluateCodeQuality_AngularCosmoPage_avg_high,code_analysis,angular_cosmo_page,20,o3-mini,,,,
completeness,2,2.0,True,,EvaluateCodeQuality_AngularCosmoPage_avg_high,code_analysis,angular_cosmo_page,20,o3-mini,,,1.0,
accuracy,5,5.0,True,1.0,DescribeTechnicalImplementation_AngularCosmoPage_avg_high,code_explanation,angular_cosmo_page,17,claude-3-7-sonnet@20250219,,,,
completeness,5,5.0,True,1.0,DescribeTechnicalImplementation_AngularCosmoPage_avg_high,code_explanation,angular_cosmo_page,17,claude-3-7-sonnet@20250219,,,,
accuracy,5,5.0,True,1.0,DescribeTechnicalImplementation_AngularCosmoPage_avg_high,code_explanation,angular_cosmo_page,17,o3-mini,,,,
completeness,5,5.0,True,1.0,DescribeTechnicalImplementation_AngularCosmoPage_avg_high,code_explanation,angular_cosmo_page,17,o3-mini,,,,
accuracy,5,5.0,True,1.0,DescribeTechnicalImplementation_ReactSignUp_high_low,code_explanation,react_sign_up,19,claude-3-7-sonnet@20250219,,,,
completeness,5,5.0,True,1.0,DescribeTechnicalImplementation_ReactSignUp_high_low,code_explanation,react_sign_up,19,claude-3-7-sonnet@20250219,,,,
accuracy,5,5.0,True,1.0,DescribeTechnicalImplementation_ReactSignUp_high_low,code_explanation,react_sign_up,19,o3-mini,,,,
completeness,5,5.0,True,1.0,DescribeTechnicalImplementation_ReactSignUp_high_low,code_explanation,react_sign_up,19,o3-mini,,,,
accuracy,5,5.0,True,1.0,DescribeTechnicalImplementation_ToDoApp_ReactJS_high_avg,code_explanation,todo_app_react,18,claude-3-7-sonnet@20250219,,,,
completeness,5,5.0,True,1.0,DescribeTechnicalImplementation_ToDoApp_ReactJS_high_avg,code_explanation,todo_app_react,18,claude-3-7-sonnet@20250219,,,,
accuracy,5,5.0,True,1.0,DescribeTechnicalImplementation_ToDoApp_ReactJS_high_avg,code_explanation,todo_app_react,18,o3-mini,,,,
completeness,5,5.0,True,1.0,DescribeTechnicalImplementation_ToDoApp_ReactJS_high_avg,code_explanation,todo_app_react,18,o3-mini,,,,
accuracy,5,5.0,True,1.0,BusinessFunctionality_ReactSignUp_high_low,solution_documentation,react_sign_up,16,claude-3-7-sonnet@20250219,,,,
completeness,5,5.0,True,1.0,BusinessFunctionality_ReactSignUp_high_low,solution_documentation,react_sign_up,16,claude-3-7-sonnet@20250219,,,,
accuracy,5,5.0,True,1.0,BusinessFunctionality_ReactSignUp_high_low,solution_documentation,react_sign_up,16,o3-mini,,,,
completeness,5,5.0,True,1.0,BusinessFunctionality_ReactSignUp_high_low,solution_documentation,react_sign_up,16,o3-mini,,,,
accuracy,5,5.0,True,1.0,BusinessFunctionality_ToDoApp_ReactJS_high_avg,solution_documentation,todo_app_react,15,claude-3-7-sonnet@20250219,,,,
completeness,5,5.0,True,1.0,BusinessFunctionality_ToDoApp_ReactJS_high_avg,solution_documentation,todo_app_react,15,claude-3-7-sonnet@20250219,,,,
accuracy,5,5.0,True,1.0,BusinessFunctionality_ToDoApp_ReactJS_high_avg,solution_documentation,todo_app_react,15,o3-mini,,,,
completeness,5,5.0,True,1.0,BusinessFunctionality_ToDoApp_ReactJS_high_avg,solution_documentation,todo_app_react,15,o3-mini,,,,
accuracy,5,5.0,True,1.0,BusinessFunctionality_AngularCosmoPage_avg_high,solution_documentation,angular_cosmo_page,14,claude-3-7-sonnet@20250219,,,,
completeness,5,5.0,True,1.0,BusinessFunctionality_AngularCosmoPage_avg_high,solution_documentation,angular_cosmo_page,14,claude-3-7-sonnet@20250219,,,,
accuracy,5,5.0,True,1.0,BusinessFunctionality_AngularCosmoPage_avg_high,solution_documentation,angular_cosmo_page,14,o3-mini,,,,
completeness,5,5.0,True,1.0,BusinessFunctionality_AngularCosmoPage_avg_high,solution_documentation,angular_cosmo_page,14,o3-mini,,,,
